,Title,Date,From Airport,To Airport,Stops,Total Duration [Hours],Economy Flex [JOD],Business Plus [JOD],0_takeoff-location,0_takeoff-loc,0_landing-location,0_landing-loc,0_departure-time,0_arrival-time,0_flight-duration [Hours],1_stop-duration [Hours],2_takeoff-location,2_takeoff-loc,2_landing-location,2_landing-loc,2_departure-time,2_arrival-time,2_flight-duration [Hours],Economy Plus [JOD]
179,Amman - San Francisco, Sunday 24 September,Queen Alia (AMM),San Francisco International (SFO),1,21.58,906.05,,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.33,O Hare International,ORD,San Francisco International,SFO,20:30,23:10,4.67,
180,Amman - San Francisco, Monday 25 September,Queen Alia (AMM),San Francisco International (SFO),1,21.58,1290.05,2157.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.33,O Hare International,ORD,San Francisco International,SFO,20:30,23:10,4.67,
181,Amman - San Francisco, Tuesday 26 September,Queen Alia (AMM),San Francisco International (SFO),1,21.45,814.05,1932.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,2.92,John F. Kennedy International,JFK,San Francisco International,SFO,20:00,23:42,6.7,530.05
182,Amman - San Francisco, Wednesday 27 September,Queen Alia (AMM),San Francisco International (SFO),1,21.45,814.05,2157.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,2.92,John F. Kennedy International,JFK,San Francisco International,SFO,20:00,23:42,6.7,530.05
183,Amman - San Francisco, Wednesday 27 September,Queen Alia (AMM),San Francisco International (SFO),1,21.58,814.05,2157.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.33,O Hare International,ORD,San Francisco International,SFO,20:30,23:10,4.67,
184,Amman - San Francisco, Thursday 28 September,Queen Alia (AMM),San Francisco International (SFO),1,21.45,829.05,2172.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,2.92,John F. Kennedy International,JFK,San Francisco International,SFO,20:00,23:42,6.7,742.05
185,Amman - San Francisco, Thursday 28 September,Queen Alia (AMM),San Francisco International (SFO),1,21.58,829.05,2172.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.33,O Hare International,ORD,San Francisco International,SFO,20:30,23:10,4.67,
186,Amman - San Francisco, Thursday 28 September,Queen Alia (AMM),San Francisco International (SFO),1,21.45,829.05,2172.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,2.92,John F. Kennedy International,JFK,San Francisco International,SFO,20:00,23:42,6.7,742.05
187,Amman - San Francisco, Thursday 28 September,Queen Alia (AMM),San Francisco International (SFO),1,21.58,829.05,2172.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.33,O Hare International,ORD,San Francisco International,SFO,20:30,23:10,4.67,
188,Amman - San Francisco, Friday 29 September,Queen Alia (AMM),San Francisco International (SFO),1,21.45,829.05,1947.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,2.92,John F. Kennedy International,JFK,San Francisco International,SFO,20:00,23:42,6.7,742.05
189,Amman - San Francisco, Friday 29 September,Queen Alia (AMM),San Francisco International (SFO),1,21.58,829.05,2172.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.33,O Hare International,ORD,San Francisco International,SFO,20:30,23:10,4.67,
190,Amman - San Francisco, Friday 29 September,Queen Alia (AMM),San Francisco International (SFO),1,35.43,829.05,2172.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,18.17,O Hare International,ORD,San Francisco International,SFO,10:20,13:01,4.68,
191,Amman - San Francisco, Friday 29 September,Queen Alia (AMM),San Francisco International (SFO),1,38.73,829.05,2172.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,21.48,O Hare International,ORD,San Francisco International,SFO,13:39,16:19,4.67,
192,Amman - San Francisco, Saturday 30 September,Queen Alia (AMM),San Francisco International (SFO),1,20.77,814.05,2157.05,Queen Alia,AMM,O Hare International,ORD,02:15,06:50,12.58,3.5,O Hare International,ORD,San Francisco International,SFO,10:20,13:01,4.68,
193,Amman - San Francisco, Saturday 30 September,Queen Alia (AMM),San Francisco International (SFO),1,21.45,814.05,2157.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,2.92,John F. Kennedy International,JFK,San Francisco International,SFO,20:00,23:42,6.7,742.05
194,Amman - San Francisco, Saturday 30 September,Queen Alia (AMM),San Francisco International (SFO),1,24.07,814.05,1932.05,Queen Alia,AMM,O Hare International,ORD,02:15,06:50,12.58,6.82,O Hare International,ORD,San Francisco International,SFO,13:39,16:19,4.67,
195,Amman - San Francisco, Sunday 01 October,Queen Alia (AMM),San Francisco International (SFO),1,21.45,814.05,2157.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,2.92,John F. Kennedy International,JFK,San Francisco International,SFO,20:00,23:42,6.7,742.05
196,Amman - San Francisco, Sunday 01 October,Queen Alia (AMM),San Francisco International (SFO),1,21.58,1290.05,,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.33,O Hare International,ORD,San Francisco International,SFO,20:30,23:10,4.67,
197,Amman - San Francisco, Monday 02 October,Queen Alia (AMM),San Francisco International (SFO),1,21.58,814.05,2157.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.33,O Hare International,ORD,San Francisco International,SFO,20:30,23:10,4.67,
198,Amman - San Francisco, Tuesday 03 October,Queen Alia (AMM),San Francisco International (SFO),1,21.45,814.05,1932.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,2.92,John F. Kennedy International,JFK,San Francisco International,SFO,20:00,23:42,6.7,530.05
199,Amman - San Francisco, Wednesday 04 October,Queen Alia (AMM),San Francisco International (SFO),1,21.58,814.05,2157.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.33,O Hare International,ORD,San Francisco International,SFO,20:30,23:10,4.67,742.05
200,Amman - San Francisco, Thursday 05 October,Queen Alia (AMM),San Francisco International (SFO),1,21.55,829.05,2172.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.22,O Hare International,ORD,San Francisco International,SFO,20:23,23:08,4.75,742.05
201,Amman - San Francisco, Thursday 05 October,Queen Alia (AMM),San Francisco International (SFO),1,22.0,829.05,,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,3.42,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:15,6.75,630.05
202,Amman - San Francisco, Friday 06 October,Queen Alia (AMM),San Francisco International (SFO),1,21.55,829.05,2172.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.22,O Hare International,ORD,San Francisco International,SFO,20:23,23:08,4.75,742.05
203,Amman - San Francisco, Saturday 07 October,Queen Alia (AMM),San Francisco International (SFO),1,22.0,814.05,,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,3.42,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:15,6.75,630.05
204,Amman - San Francisco, Sunday 08 October,Queen Alia (AMM),San Francisco International (SFO),1,21.55,1290.05,,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.22,O Hare International,ORD,San Francisco International,SFO,20:23,23:08,4.75,
205,Amman - San Francisco, Sunday 08 October,Queen Alia (AMM),San Francisco International (SFO),1,22.0,814.05,2157.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,3.42,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:15,6.75,742.05
206,Amman - San Francisco, Monday 09 October,Queen Alia (AMM),San Francisco International (SFO),1,21.55,906.05,,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.22,O Hare International,ORD,San Francisco International,SFO,20:23,23:08,4.75,
207,Amman - San Francisco, Tuesday 10 October,Queen Alia (AMM),San Francisco International (SFO),1,22.0,814.05,,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,3.42,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:15,6.75,742.05
208,Amman - San Francisco, Wednesday 11 October,Queen Alia (AMM),San Francisco International (SFO),1,21.55,814.05,1932.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.22,O Hare International,ORD,San Francisco International,SFO,20:23,23:08,4.75,742.05
209,Amman - San Francisco, Thursday 12 October,Queen Alia (AMM),San Francisco International (SFO),1,21.55,829.05,2172.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.22,O Hare International,ORD,San Francisco International,SFO,20:23,23:08,4.75,742.05
210,Amman - San Francisco, Thursday 12 October,Queen Alia (AMM),San Francisco International (SFO),1,22.0,829.05,2172.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,3.42,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:15,6.75,742.05
211,Amman - San Francisco, Friday 13 October,Queen Alia (AMM),San Francisco International (SFO),1,21.55,829.05,,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.22,O Hare International,ORD,San Francisco International,SFO,20:23,23:08,4.75,
212,Amman - San Francisco, Saturday 14 October,Queen Alia (AMM),San Francisco International (SFO),1,22.0,814.05,2157.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,3.42,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:15,6.75,570.05
213,Amman - San Francisco, Sunday 15 October,Queen Alia (AMM),San Francisco International (SFO),1,21.55,1290.05,,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.22,O Hare International,ORD,San Francisco International,SFO,20:23,23:08,4.75,
214,Amman - San Francisco, Sunday 15 October,Queen Alia (AMM),San Francisco International (SFO),1,22.0,906.05,2157.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,3.42,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:15,6.75,
215,Amman - San Francisco, Monday 16 October,Queen Alia (AMM),San Francisco International (SFO),1,21.55,814.05,,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.22,O Hare International,ORD,San Francisco International,SFO,20:23,23:08,4.75,
216,Amman - San Francisco, Tuesday 17 October,Queen Alia (AMM),San Francisco International (SFO),1,22.0,814.05,2157.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,3.42,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:15,6.75,530.05
217,Amman - San Francisco, Wednesday 18 October,Queen Alia (AMM),San Francisco International (SFO),1,21.55,814.05,2157.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.22,O Hare International,ORD,San Francisco International,SFO,20:23,23:08,4.75,
218,Amman - San Francisco, Thursday 19 October,Queen Alia (AMM),San Francisco International (SFO),1,22.0,829.05,2172.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,3.42,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:15,6.75,530.05
219,Amman - San Francisco, Friday 20 October,Queen Alia (AMM),San Francisco International (SFO),1,21.55,1305.05,,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.22,O Hare International,ORD,San Francisco International,SFO,20:23,23:08,4.75,
220,Amman - San Francisco, Saturday 21 October,Queen Alia (AMM),San Francisco International (SFO),1,22.0,814.05,2157.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,3.42,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:15,6.75,570.05
221,Amman - San Francisco, Sunday 22 October,Queen Alia (AMM),San Francisco International (SFO),1,21.55,1290.05,,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.22,O Hare International,ORD,San Francisco International,SFO,20:23,23:08,4.75,
222,Amman - San Francisco, Sunday 22 October,Queen Alia (AMM),San Francisco International (SFO),1,22.0,814.05,2157.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,3.42,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:15,6.75,742.05
223,Amman - San Francisco, Sunday 22 October,Queen Alia (AMM),San Francisco International (SFO),1,21.55,1290.05,,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.22,O Hare International,ORD,San Francisco International,SFO,20:23,23:08,4.75,
224,Amman - San Francisco, Sunday 22 October,Queen Alia (AMM),San Francisco International (SFO),1,22.0,814.05,2157.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,3.42,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:15,6.75,742.05
225,Amman - San Francisco, Monday 23 October,Queen Alia (AMM),San Francisco International (SFO),1,21.55,906.05,,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.22,O Hare International,ORD,San Francisco International,SFO,20:23,23:08,4.75,
226,Amman - San Francisco, Tuesday 24 October,Queen Alia (AMM),San Francisco International (SFO),1,22.0,814.05,2157.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,3.42,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:15,6.75,530.05
227,Amman - San Francisco, Wednesday 25 October,Queen Alia (AMM),San Francisco International (SFO),1,21.55,814.05,2157.05,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.22,O Hare International,ORD,San Francisco International,SFO,20:23,23:08,4.75,
228,Amman - San Francisco, Thursday 26 October,Queen Alia (AMM),San Francisco International (SFO),1,22.0,829.05,2172.05,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,3.42,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:15,6.75,630.05
229,Amman - San Francisco, Friday 27 October,Queen Alia (AMM),San Francisco International (SFO),1,21.55,829.05,,Queen Alia,AMM,O Hare International,ORD,11:35,16:10,12.58,4.22,O Hare International,ORD,San Francisco International,SFO,20:23,23:08,4.75,
230,Amman - San Francisco, Saturday 28 October,Queen Alia (AMM),San Francisco International (SFO),1,22.0,814.05,,Queen Alia,AMM,John F. Kennedy International,JFK,12:15,17:05,11.83,3.42,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:15,6.75,742.05
231,Amman - San Francisco, Sunday 29 October,Queen Alia (AMM),San Francisco International (SFO),1,22.4,1290.05,,Queen Alia,AMM,O Hare International,ORD,10:40,16:05,13.42,4.38,O Hare International,ORD,San Francisco International,SFO,20:28,23:04,4.6,
232,Amman - San Francisco, Monday 30 October,Queen Alia (AMM),San Francisco International (SFO),1,22.4,906.05,,Queen Alia,AMM,O Hare International,ORD,10:40,16:05,13.42,4.38,O Hare International,ORD,San Francisco International,SFO,20:28,23:04,4.6,
233,Amman - San Francisco, Tuesday 31 October,Queen Alia (AMM),San Francisco International (SFO),1,23.02,814.05,,Queen Alia,AMM,John F. Kennedy International,JFK,11:10,16:55,12.75,3.58,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:11,6.68,530.05
234,Amman - San Francisco, Wednesday 01 November,Queen Alia (AMM),San Francisco International (SFO),1,22.4,814.05,,Queen Alia,AMM,O Hare International,ORD,10:40,16:05,13.42,4.38,O Hare International,ORD,San Francisco International,SFO,20:28,23:04,4.6,
235,Amman - San Francisco, Thursday 02 November,Queen Alia (AMM),San Francisco International (SFO),1,23.02,829.05,,Queen Alia,AMM,John F. Kennedy International,JFK,11:10,16:55,12.75,3.58,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:11,6.68,630.05
236,Amman - San Francisco, Friday 03 November,Queen Alia (AMM),San Francisco International (SFO),1,22.4,829.05,,Queen Alia,AMM,O Hare International,ORD,10:40,16:05,13.42,4.38,O Hare International,ORD,San Francisco International,SFO,20:28,23:04,4.6,
237,Amman - San Francisco, Saturday 04 November,Queen Alia (AMM),San Francisco International (SFO),1,22.4,1290.05,,Queen Alia,AMM,O Hare International,ORD,10:40,16:05,13.42,4.38,O Hare International,ORD,San Francisco International,SFO,20:28,23:04,4.6,
238,Amman - San Francisco, Saturday 04 November,Queen Alia (AMM),San Francisco International (SFO),1,23.02,814.05,2157.05,Queen Alia,AMM,John F. Kennedy International,JFK,11:10,16:55,12.75,3.58,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:11,6.68,630.05
239,Amman - San Francisco, Sunday 05 November,Queen Alia (AMM),San Francisco International (SFO),1,20.08,1290.05,,Queen Alia,AMM,O Hare International,ORD,10:40,15:05,13.42,2.0,O Hare International,ORD,San Francisco International,SFO,17:05,19:45,4.67,
240,Amman - San Francisco, Monday 06 November,Queen Alia (AMM),San Francisco International (SFO),1,20.08,814.05,,Queen Alia,AMM,O Hare International,ORD,10:40,15:05,13.42,2.0,O Hare International,ORD,San Francisco International,SFO,17:05,19:45,4.67,
241,Amman - San Francisco, Tuesday 07 November,Queen Alia (AMM),San Francisco International (SFO),1,24.02,814.05,1932.05,Queen Alia,AMM,John F. Kennedy International,JFK,11:10,15:55,12.75,4.58,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:11,6.68,530.05
242,Amman - San Francisco, Wednesday 08 November,Queen Alia (AMM),San Francisco International (SFO),1,20.08,814.05,2157.05,Queen Alia,AMM,O Hare International,ORD,10:40,15:05,13.42,2.0,O Hare International,ORD,San Francisco International,SFO,17:05,19:45,4.67,742.05
243,Amman - San Francisco, Thursday 09 November,Queen Alia (AMM),San Francisco International (SFO),1,24.02,829.05,2172.05,Queen Alia,AMM,John F. Kennedy International,JFK,11:10,15:55,12.75,4.58,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:11,6.68,530.05
244,Amman - San Francisco, Friday 10 November,Queen Alia (AMM),San Francisco International (SFO),1,20.08,829.05,,Queen Alia,AMM,O Hare International,ORD,10:40,15:05,13.42,2.0,O Hare International,ORD,San Francisco International,SFO,17:05,19:45,4.67,
245,Amman - San Francisco, Saturday 11 November,Queen Alia (AMM),San Francisco International (SFO),1,20.08,1290.05,,Queen Alia,AMM,O Hare International,ORD,10:40,15:05,13.42,2.0,O Hare International,ORD,San Francisco International,SFO,17:05,19:45,4.67,
246,Amman - San Francisco, Saturday 11 November,Queen Alia (AMM),San Francisco International (SFO),1,24.02,814.05,,Queen Alia,AMM,John F. Kennedy International,JFK,11:10,15:55,12.75,4.58,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:11,6.68,530.05
247,Amman - San Francisco, Sunday 12 November,Queen Alia (AMM),San Francisco International (SFO),1,20.08,1290.05,,Queen Alia,AMM,O Hare International,ORD,10:40,15:05,13.42,2.0,O Hare International,ORD,San Francisco International,SFO,17:05,19:45,4.67,
248,Amman - San Francisco, Monday 13 November,Queen Alia (AMM),San Francisco International (SFO),1,20.08,814.05,,Queen Alia,AMM,O Hare International,ORD,10:40,15:05,13.42,2.0,O Hare International,ORD,San Francisco International,SFO,17:05,19:45,4.67,
249,Amman - San Francisco, Tuesday 14 November,Queen Alia (AMM),San Francisco International (SFO),1,24.02,814.05,1932.05,Queen Alia,AMM,John F. Kennedy International,JFK,11:10,15:55,12.75,4.58,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:11,6.68,530.05
250,Amman - San Francisco, Wednesday 15 November,Queen Alia (AMM),San Francisco International (SFO),1,20.08,814.05,2157.05,Queen Alia,AMM,O Hare International,ORD,10:40,15:05,13.42,2.0,O Hare International,ORD,San Francisco International,SFO,17:05,19:45,4.67,
251,Amman - San Francisco, Thursday 16 November,Queen Alia (AMM),San Francisco International (SFO),1,24.02,829.05,2172.05,Queen Alia,AMM,John F. Kennedy International,JFK,11:10,15:55,12.75,4.58,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:11,6.68,742.05
252,Amman - San Francisco, Friday 17 November,Queen Alia (AMM),San Francisco International (SFO),1,20.08,829.05,,Queen Alia,AMM,O Hare International,ORD,10:40,15:05,13.42,2.0,O Hare International,ORD,San Francisco International,SFO,17:05,19:45,4.67,
253,Amman - San Francisco, Saturday 18 November,Queen Alia (AMM),San Francisco International (SFO),1,20.08,1290.05,,Queen Alia,AMM,O Hare International,ORD,10:40,15:05,13.42,2.0,O Hare International,ORD,San Francisco International,SFO,17:05,19:45,4.67,
254,Amman - San Francisco, Saturday 18 November,Queen Alia (AMM),San Francisco International (SFO),1,24.02,814.05,2157.05,Queen Alia,AMM,John F. Kennedy International,JFK,11:10,15:55,12.75,4.58,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:11,6.68,742.05
255,Amman - San Francisco, Saturday 18 November,Queen Alia (AMM),San Francisco International (SFO),1,20.08,1290.05,,Queen Alia,AMM,O Hare International,ORD,10:40,15:05,13.42,2.0,O Hare International,ORD,San Francisco International,SFO,17:05,19:45,4.67,
256,Amman - San Francisco, Saturday 18 November,Queen Alia (AMM),San Francisco International (SFO),1,24.02,814.05,2157.05,Queen Alia,AMM,John F. Kennedy International,JFK,11:10,15:55,12.75,4.58,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:11,6.68,742.05
257,Amman - San Francisco, Sunday 19 November,Queen Alia (AMM),San Francisco International (SFO),1,20.08,1290.05,,Queen Alia,AMM,O Hare International,ORD,10:40,15:05,13.42,2.0,O Hare International,ORD,San Francisco International,SFO,17:05,19:45,4.67,
258,Amman - San Francisco, Monday 20 November,Queen Alia (AMM),San Francisco International (SFO),1,20.08,814.05,,Queen Alia,AMM,O Hare International,ORD,10:40,15:05,13.42,2.0,O Hare International,ORD,San Francisco International,SFO,17:05,19:45,4.67,
259,Amman - San Francisco, Tuesday 21 November,Queen Alia (AMM),San Francisco International (SFO),1,24.02,814.05,1932.05,Queen Alia,AMM,John F. Kennedy International,JFK,11:10,15:55,12.75,4.58,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:11,6.68,570.05
260,Amman - San Francisco, Wednesday 22 November,Queen Alia (AMM),San Francisco International (SFO),1,20.08,814.05,2157.05,Queen Alia,AMM,O Hare International,ORD,10:40,15:05,13.42,2.0,O Hare International,ORD,San Francisco International,SFO,17:05,19:45,4.67,742.05
261,Amman - San Francisco, Thursday 23 November,Queen Alia (AMM),San Francisco International (SFO),1,24.02,829.05,1947.05,Queen Alia,AMM,John F. Kennedy International,JFK,11:10,15:55,12.75,4.58,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:11,6.68,530.05
262,Amman - San Francisco, Friday 24 November,Queen Alia (AMM),San Francisco International (SFO),1,20.08,829.05,2172.05,Queen Alia,AMM,O Hare International,ORD,10:40,15:05,13.42,2.0,O Hare International,ORD,San Francisco International,SFO,17:05,19:45,4.67,
263,Amman - San Francisco, Saturday 25 November,Queen Alia (AMM),San Francisco International (SFO),1,20.08,1497.05,,Queen Alia,AMM,O Hare International,ORD,10:40,15:05,13.42,2.0,O Hare International,ORD,San Francisco International,SFO,17:05,19:45,4.67,
264,Amman - San Francisco, Saturday 25 November,Queen Alia (AMM),San Francisco International (SFO),1,24.02,906.05,,Queen Alia,AMM,John F. Kennedy International,JFK,11:10,15:55,12.75,4.58,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:11,6.68,
265,Amman - San Francisco, Sunday 26 November,Queen Alia (AMM),San Francisco International (SFO),1,20.08,1497.05,,Queen Alia,AMM,O Hare International,ORD,10:40,15:05,13.42,2.0,O Hare International,ORD,San Francisco International,SFO,17:05,19:45,4.67,
266,Amman - San Francisco, Monday 27 November,Queen Alia (AMM),San Francisco International (SFO),1,20.08,1290.05,,Queen Alia,AMM,O Hare International,ORD,10:40,15:05,13.42,2.0,O Hare International,ORD,San Francisco International,SFO,17:05,19:45,4.67,
267,Amman - San Francisco, Tuesday 28 November,Queen Alia (AMM),San Francisco International (SFO),1,24.02,814.05,,Queen Alia,AMM,John F. Kennedy International,JFK,11:10,15:55,12.75,4.58,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:11,6.68,742.05
268,Amman - San Francisco, Wednesday 29 November,Queen Alia (AMM),San Francisco International (SFO),1,20.08,814.05,2157.05,Queen Alia,AMM,O Hare International,ORD,10:40,15:05,13.42,2.0,O Hare International,ORD,San Francisco International,SFO,17:05,19:45,4.67,
269,Amman - San Francisco, Thursday 30 November,Queen Alia (AMM),San Francisco International (SFO),1,24.02,829.05,2172.05,Queen Alia,AMM,John F. Kennedy International,JFK,11:10,15:55,12.75,4.58,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:11,6.68,530.05
270,Amman - San Francisco, Friday 01 December,Queen Alia (AMM),San Francisco International (SFO),1,20.08,829.05,2172.05,Queen Alia,AMM,O Hare International,ORD,10:40,15:05,13.42,2.0,O Hare International,ORD,San Francisco International,SFO,17:05,19:45,4.67,
271,Amman - San Francisco, Saturday 02 December,Queen Alia (AMM),San Francisco International (SFO),1,20.08,1497.05,,Queen Alia,AMM,O Hare International,ORD,10:40,15:05,13.42,2.0,O Hare International,ORD,San Francisco International,SFO,17:05,19:45,4.67,
272,Amman - San Francisco, Saturday 02 December,Queen Alia (AMM),San Francisco International (SFO),1,24.02,814.05,1932.05,Queen Alia,AMM,John F. Kennedy International,JFK,11:10,15:55,12.75,4.58,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:11,6.68,742.05
273,Amman - San Francisco, Sunday 03 December,Queen Alia (AMM),San Francisco International (SFO),1,20.08,1290.05,,Queen Alia,AMM,O Hare International,ORD,10:40,15:05,13.42,2.0,O Hare International,ORD,San Francisco International,SFO,17:05,19:45,4.67,
274,Amman - San Francisco, Monday 04 December,Queen Alia (AMM),San Francisco International (SFO),1,20.08,1290.05,,Queen Alia,AMM,O Hare International,ORD,10:40,15:05,13.42,2.0,O Hare International,ORD,San Francisco International,SFO,17:05,19:45,4.67,
275,Amman - San Francisco, Tuesday 05 December,Queen Alia (AMM),San Francisco International (SFO),1,24.02,814.05,1932.05,Queen Alia,AMM,John F. Kennedy International,JFK,11:10,15:55,12.75,4.58,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:11,6.68,530.05
276,Amman - San Francisco, Wednesday 06 December,Queen Alia (AMM),San Francisco International (SFO),1,20.08,814.05,2157.05,Queen Alia,AMM,O Hare International,ORD,10:40,15:05,13.42,2.0,O Hare International,ORD,San Francisco International,SFO,17:05,19:45,4.67,
277,Amman - San Francisco, Thursday 07 December,Queen Alia (AMM),San Francisco International (SFO),1,24.02,829.05,2172.05,Queen Alia,AMM,John F. Kennedy International,JFK,11:10,15:55,12.75,4.58,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:11,6.68,530.05
278,Amman - San Francisco, Friday 08 December,Queen Alia (AMM),San Francisco International (SFO),1,20.08,829.05,,Queen Alia,AMM,O Hare International,ORD,10:40,15:05,13.42,2.0,O Hare International,ORD,San Francisco International,SFO,17:05,19:45,4.67,
279,Amman - San Francisco, Saturday 09 December,Queen Alia (AMM),San Francisco International (SFO),1,20.08,1497.05,,Queen Alia,AMM,O Hare International,ORD,10:40,15:05,13.42,2.0,O Hare International,ORD,San Francisco International,SFO,17:05,19:45,4.67,
280,Amman - San Francisco, Saturday 09 December,Queen Alia (AMM),San Francisco International (SFO),1,24.02,814.05,1932.05,Queen Alia,AMM,John F. Kennedy International,JFK,11:10,15:55,12.75,4.58,John F. Kennedy International,JFK,San Francisco International,SFO,20:30,00:11,6.68,630.05
281,Amman - San Francisco, Sunday 10 December,Queen Alia (AMM),San Francisco International (SFO),1,20.08,1497.05,,Queen Alia,AMM,O Hare International,ORD,10:40,15:05,13.42,2.0,O Hare International,ORD,San Francisco International,SFO,17:05,19:45,4.67,
282,Amman - San Francisco, Monday 11 December,Queen Alia (AMM),San Francisco International (SFO),1,20.08,1497.05,,Queen Alia,AMM,O Hare International,ORD,10:40,15:05,13.42,2.0,O Hare International,ORD,San Francisco International,SFO,17:05,19:45,4.67,
